tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,Positive emotion,Positive,Apple,125
It was only a matter of time -Googleto launch a social network May called Google Circles? {link} via @mention #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,115
"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",UNKNOWN,Negative emotion,Negative,Google,133
"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Other Google product or service,Negative emotion,Negative,Google,134
"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,139
In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,Positive emotion,Positive,Google,92
Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,82
"Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",UNKNOWN,No emotion toward brand or product,Neutral,Apple,130
Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,Positive,Apple,109
"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",UNKNOWN,No emotion toward brand or product,Neutral,Google,130
Funny poem at 'your mom has a ipad' session. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,50
Scepticism expressed about iPad newspapers at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,58
Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,UNKNOWN,No emotion toward brand or product,Neutral,Apple,71
My kingdom for a way to filter Tweets that include the words &quot;I just unlocked&quot; on the Twitter iPhone app during #sxsw.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",iPad,Positive emotion,Positive,Apple,76
So sad I'm missing the iPad 2 launch at *South By.*  That sounds so chill!!!!  #sxsw #ipad #jk,iPad,Positive emotion,Positive,Apple,94
Atomic Tom rocked at the CNN Grill Party. They're from Brooklyn. Google them. Also: the food and drinks are fantastic. #sxsw #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Google,131
video from the popup Apple store: {link} #sxsw #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
"Video: Tim Wu explains to me #netneutrality, information empires and himself: {link} thanks @mention @mention #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,115
Photo: I made it to Austin. I made it to #SXSW. I made it into some party hosted by Google and the ACLU or... {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,116
"@mention Making new fans and friends, I hope? RT @mention Hanging at six lounge rooftop for google/blogger party - gr8 dj #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,127
At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,86
"First of many at #sxsw. &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",UNKNOWN,No emotion toward brand or product,Neutral,Google,130
"I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products! #rad",UNKNOWN,Positive emotion,Positive,Apple,128
Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},Google,Positive emotion,Positive,Google,69
"Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,141
Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Google,147
Google's Marissa Mayer is presenting about location. The nerds (read: me) swoon. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,86
"Google's Marissa Mayer on mobile, contextual discovery and &quot;the power of here.&quot; #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,102
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,80
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",UNKNOWN,Positive emotion,Positive,Google,87
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,94
Google's Marissa Mayer rechristening augmented reality as &quot;contextual discovery.&quot; Definitely less Phillip K Dickish. #SXSW ^@mention,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,142
Google's Marissa Mayer Says Location Is Everything   {link} via @mention #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,78
Google's Marissa Mayer up next at #SXSW - looking forward to this.,Google,Positive emotion,Positive,Google,66
Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,Google,Positive emotion,Positive,Google,117
Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,124
"Watching Marissa Mayer talk about advanced / future Google location-based &amp; augmented reality projects, very cool! #SXSW #SXSWi",Other Google product or service,Positive emotion,Positive,Google,131
Google's Marissa Meyers: &quot;Some of our products should just be features.&quot; Me: Agree #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,98
"Great summary from #SXSW Marissa Mayer talks of Layar, Hotpot, Maps and more {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,83
"@mention massive lines at #sxsw apple store...agree, I can wait. Perhaps late early adopter?",Apple,Positive emotion,Positive,Apple,92
Google's Matt Cuts drops a convoluted analogy about &quot;America's Funniest Home Videos&quot; to explain high-volumes Web-page automation. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,145
Google's Mayer: Google Map's Route Around feature saves 2 yrs of drive time every day.  I missed the amount of gas that saves. Anyone? #sxsw,Other Google product or service,Positive emotion,Positive,Google,140
"@mention Mayer's great theme during Q &amp; A: Simplicity, something all businesses should always keep in mind when developing. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,133
Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,UNKNOWN,No emotion toward brand or product,Neutral,Apple,80
The Go Game Launches Do-It-Yourself iPhone Scavenger Hunts {link} (via @mention @mention #LI #FB #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,102
"Hi, if came out here for #sxsw and in line at the temp apple store to buy an ipad2 for the fuck home. #douchebloggers",UNKNOWN,I can't tell,Neutral,Apple,117
I want some time with this said iPad! RT @mention This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,Positive emotion,Positive,Apple,121
Almost time to enter to win an iPad 2 at the #EMC booth in the #SXSW exhibit hall! @mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,100
Hey pick me up one too will ya? RT @mention Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,127
OMG SIGN ME UP! Until when? RT @mention We're officially at #SXSW! Come by the @mention Grill &amp; you�۪ll get to make your own iPhone case!,iPhone,Positive emotion,Positive,Apple,141
Bah! I somehow lost my little @mention iPad wipe- between sessions at #sxsw.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,76
Stop by @mention 's booth #206 at #SXSW to win an iPad2 ! {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,64
Nuts.  ���@mention @mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝,UNKNOWN,I can't tell,Neutral,Apple,112
yup. RT @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,143
"Next up @mention #sxswi: Your Mom Had An #iPad, Designing For Boomers #SXSW #sxswi",UNKNOWN,No emotion toward brand or product,Neutral,Apple,82
iPad DJ @mention about to rock #estyaustin #SXSW (@mention Venue 222 w/ 36 others) [pic]: {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
Cool RT @mention Apple set to open popup shop in core of #SXSW action {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,76
heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,104
Nice RT @mention Apple to open pop-up store at SXSW Festival {link} #SXSW #ipad #mac,UNKNOWN,Positive emotion,Positive,Apple,84
yawn RT @mention Apple set to open a pop-up shop at the #SXSW Interactive Conference. {link} #apple #iPad2,Apple,Positive emotion,Positive,Apple,106
Yay! RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2�۝,Apple,Positive emotion,Positive,Apple,98
LUV! RT @mention Best thing I heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief Don't need iPad 2&quot; (@mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
Talk by @mention beginning now. First met her in summer of '99 when she started at @mention Always enjoy seeing her speak. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,128
If only @mention brought up the Google Whitelists again at #sxsw #qagb {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,77
"Awesome @mention By my rough calculation, the beard to iPad ratio at SxSW is 1:1. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,87
DANG RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link} (via @mention who gave us no credit! ),UNKNOWN,I can't tell,Neutral,Apple,118
Rocking @mention for notes at #sxsw. Working out awesome on MBP or iPhone app. And they sync transparently.,iPad or iPhone App,Positive emotion,Positive,Apple,107
"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",Android,Positive emotion,Positive,Google,85
True RT @mention From tablet/phone/laptop evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
RT &gt; @mention Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
I guess @mention has no excuse not to get an iPad 2: {link} #sxsw,iPad,Positive emotion,Positive,Apple,65
YES. RT @mention Haha the @mention drinking game: Drink every time Seth says Game Layer OR Google Ventures #sxsw cc @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,124
Haha RT @mention How many of you don't use apple? Cause no one uses windows voluntarily. #Kawasaki #thisisdare #SXSW,Apple,Positive emotion,Positive,Apple,116
"Yay! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",iPad or iPhone App,Positive emotion,Positive,Apple,118
"Yup. RT @mention I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
Haha RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,Positive emotion,Positive,Apple,133
LOL! RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,Positive emotion,Positive,Apple,133
Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link},Apple,Positive emotion,Positive,Apple,126
Srsly? ���@mention It's not a rumor: Apple is  up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive emotion,Positive,Apple,125
"Hehe RT���@mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^�۝ #mobile",UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
RT &gt; @mention msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad��_ {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
Yup. RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,Positive emotion,Positive,Apple,88
iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,67
